序号|股票代码|股票简称|研报数|机构投资评级(近六个月)-买入|机构投资评级(近六个月)-增持|机构投资评级(近六个月)-中性|机构投资评级(近六个月)-减持|机构投资评级(近六个月)-卖出|2024预测每股收益|2025预测每股收益|2026预测每股收益|2027预测每股收益
444|301377|鼎泰高科|13|6.0|7.0|0.0|0.0|0.0|0.553341612268|0.948571428571|1.565|2.182857142857
445|603365|水星家纺|13|11.0|2.0|0.0|0.0|0.0|1.396789555662|1.528461538462|1.706923076923|1.883846153846
446|688615|合合信息|13|10.0|3.0|0.0|0.0|0.0|2.860929151571|3.512538461538|4.344153846154|5.326846153846
447|601900|南方传媒|13|11.0|2.0|0.0|0.0|0.0|0.918177994706|1.272307692308|1.379230769231|1.476923076923
448|605099|共创草坪|13|11.0|2.0|0.0|0.0|0.0|1.270115175644|1.643076923077|1.957692307692|2.313333333333
449|300811|铂科新材|13|11.0|2.0|0.0|0.0|0.0|1.296484963003|1.547769230769|2.057923076923|2.54
450|002841|视源股份|13|9.0|4.0|0.0|0.0|0.0|1.395018689333|1.470769230769|1.763846153846|2.116923076923
451|603766|隆鑫通用|13|12.0|1.0|0.0|0.0|0.0|0.546018419225|0.937692307692|1.135384615385|1.335384615385
452|002683|广东宏大|13|8.0|5.0|0.0|0.0|0.0|1.181268292487|1.440769230769|1.781538461538|2.132307692308
453|600999|招商证券|13|6.0|7.0|0.0|0.0|0.0|1.194255205831|1.379230769231|1.489230769231|1.657272727273
454|300146|汤臣倍健|13|6.0|6.0|1.0|0.0|0.0|0.385909246397|0.453076923077|0.525384615385|0.606666666667
455|300763|锦浪科技|13|7.0|6.0|0.0|0.0|0.0|1.736080593731|2.923076923077|3.675384615385|4.425
456|601156|东航物流|13|9.0|4.0|0.0|0.0|0.0|1.692881134101|1.609461538462|1.794153846154|1.971833333333
457|688127|蓝特光学|13|11.0|2.0|0.0|0.0|0.0|0.543315568258|0.851461538462|1.180307692308|1.554916666667
458|000683|博源化工|13|10.0|3.0|0.0|0.0|0.0|0.48704550077|0.400769230769|0.533230769231|0.626538461538
459|002859|洁美科技|13|9.0|3.0|1.0|0.0|0.0|0.469143501137|0.626846153846|0.908538461538|1.230692307692
460|688100|威胜信息|13|8.0|5.0|0.0|0.0|0.0|1.282670511186|1.480846153846|1.795769230769|2.162916666667
461|600733|北汽蓝谷|13|9.0|4.0|0.0|0.0|0.0|-1.246614627835|-0.809230769231|-0.331538461538|0.182307692308
462|600000|浦发银行|13|6.0|6.0|1.0|0.0|0.0|1.358830832971|1.532307692308|1.64|1.768333333333
463|600418|江淮汽车|13|8.0|5.0|0.0|0.0|0.0|-0.816919426178|-0.190714285714|0.864285714286|2.134615384615
464|688120|华海清科|13|9.0|4.0|0.0|0.0|0.0|2.893827525065|3.786923076923|4.843076923077|6.045384615385
465|002294|信立泰|13|8.0|5.0|0.0|0.0|0.0|0.53961268183|0.62|0.726923076923|0.859230769231
466|688536|思瑞浦|13|6.0|7.0|0.0|0.0|0.0|-1.431166636665|1.254615384615|2.436923076923|3.671666666667
467|000768|中航西飞|13|10.0|3.0|0.0|0.0|0.0|0.36799017184|0.415384615385|0.485846153846|0.573615384615
468|002402|和而泰|13|9.0|4.0|0.0|0.0|0.0|0.393955986232|0.785384615385|1.026923076923|1.313333333333
469|688599|天合光能|13|7.0|6.0|0.0|0.0|0.0|-1.469848661205|-1.95|0.707153846154|1.532666666667
470|601933|永辉超市|13|4.0|9.0|0.0|0.0|0.0|-0.161482087896|-0.095307692308|0.068153846154|0.143833333333
471|601111|中国国航|13|7.0|6.0|0.0|0.0|0.0|-0.013600371059|0.092999692308|0.499536|0.789149846154
472|688150|莱特光电|13|8.0|5.0|0.0|0.0|0.0|0.415763675031|0.703538461538|1.017230769231|1.44825
473|002318|久立特材|12|12.0|0.0|0.0|0.0|0.0|1.525195029657|1.732727272727|1.944545454545|2.18
474|002120|韵达股份|12|4.0|8.0|0.0|0.0|0.0|0.660154371139|0.473333333333|0.624166666667|0.74
475|601339|百隆东方|12|8.0|3.0|1.0|0.0|0.0|0.273529015477|0.436666666667|0.49|0.549090909091
476|002236|大华股份|12|9.0|3.0|0.0|0.0|0.0|0.884072033532|1.160833333333|1.22|1.368181818182
477|601872|招商轮船|12|7.0|5.0|0.0|0.0|0.0|0.632537443472|0.71|0.861538461538|0.925
478|688508|芯朋微|12|8.0|4.0|0.0|0.0|0.0|0.847839464607|1.343333333333|1.688333333333|2.0725
479|002216|三全食品|12|6.0|5.0|1.0|0.0|0.0|0.616768595317|0.628333333333|0.675833333333|0.722727272727
480|300910|瑞丰新材|12|7.0|5.0|0.0|0.0|0.0|2.441368324766|2.8025|3.47|4.160833333333
481|688266|泽璟制药|12|8.0|4.0|0.0|0.0|0.0|-0.520689509731|-0.319285714286|0.560714285714|1.721538461538
482|688200|华峰测控|12|9.0|3.0|0.0|0.0|0.0|2.463712126381|3.7125|4.689166666667|5.8625
483|605016|百龙创园|12|9.0|3.0|0.0|0.0|0.0|0.584741082023|0.861416666667|1.10825|1.4405
484|601995|中金公司|12|8.0|4.0|0.0|0.0|0.0|1.179622969258|1.8|2.060833333333|2.284166666667
485|002709|天赐材料|12|8.0|4.0|0.0|0.0|0.0|0.238011578659|0.493333333333|1.1525|1.5675
486|605133|嵘泰股份|12|10.0|2.0|0.0|0.0|0.0|0.577778419005|0.875|1.14|1.441818181818
487|600435|北方导航|12|9.0|3.0|0.0|0.0|0.0|0.039063247601|0.167666666667|0.2235|0.279166666667
488|601598|中国外运|12|10.0|2.0|0.0|0.0|0.0|0.545661724231|0.636333333333|0.547583333333|0.578
489|300761|立华股份|12|8.0|4.0|0.0|0.0|0.0|1.816575097042|0.961666666667|1.926666666667|2.313333333333
490|600025|华能水电|12|11.0|1.0|0.0|0.0|0.0|0.445332348847|0.477|0.508166666667|0.529454545455
491|000739|普洛药业|12|9.0|3.0|0.0|0.0|0.0|0.890092292721|0.843846153846|1.023076923077|1.250833333333
492|600163|中闽能源|12|6.0|6.0|0.0|0.0|0.0|0.342169010423|0.36|0.410916666667|0.459545454545
493|300347|泰格医药|12|6.0|5.0|1.0|0.0|0.0|0.470535696127|1.359090909091|1.592727272727|1.961
494|301029|怡合达|12|10.0|2.0|0.0|0.0|0.0|0.637645130994|0.833846153846|1.008461538462|1.205
497|600150|中国船舶|12|11.0|1.0|0.0|0.0|0.0|0.480244152342|1.394166666667|2.220916666667|2.98975
498|603019|中科曙光|12|10.0|2.0|0.0|0.0|0.0|1.306220791293|1.7075|2.098333333333|2.528333333333
499|300395|菲利华|12|8.0|4.0|0.0|0.0|0.0|0.601633754632|0.96|1.648333333333|2.363333333333
500|300577|开润股份|12|10.0|2.0|0.0|0.0|0.0|1.588866425213|1.555454545455|1.913636363636|2.29
501|300783|三只松鼠|12|5.0|7.0|0.0|0.0|0.0|1.015102240422|0.686153846154|1.077692307692|1.403846153846
502|300567|精测电子|12|6.0|6.0|0.0|0.0|0.0|-0.348883420897|0.733166666667|1.263|1.994583333333
503|300073|当升科技|12|6.0|6.0|0.0|0.0|0.0|0.866868145947|1.411666666667|1.8725|2.329090909091
504|688062|迈威生物|12|8.0|4.0|0.0|0.0|0.0|-2.612410453654|-1.711666666667|-1.089166666667|-0.2325
505|300693|盛弘股份|12|8.0|4.0|0.0|0.0|0.0|1.371422421648|1.531666666667|1.98|2.430909090909
506|000661|长春高新|12|7.0|5.0|0.0|0.0|0.0|6.331995035789|5.227916666667|5.622166666667|6.128090909091
511|601965|中国汽研|12|8.0|4.0|0.0|0.0|0.0|0.905010559457|1.043333333333|1.259166666667|1.496363636364
512|000932|华菱钢铁|12|8.0|4.0|0.0|0.0|0.0|0.294090087875|0.5175|0.603333333333|0.632727272727
513|603062|麦加芯彩|12|8.0|4.0|0.0|0.0|0.0|1.952400308519|2.301666666667|2.8475|3.49
514|603416|信捷电气|12|8.0|4.0|0.0|0.0|0.0|1.454460195603|1.728833333333|2.114166666667|2.547909090909
515|002461|珠江啤酒|12|6.0|6.0|0.0|0.0|0.0|0.366088090607|0.433846153846|0.486923076923|0.530833333333
516|300207|欣旺达|12|10.0|2.0|0.0|0.0|0.0|0.794733644513|1.155|1.578333333333|2.046363636364
517|300558|贝达药业|12|7.0|5.0|0.0|0.0|0.0|0.956826607576|1.361583333333|1.72775|2.045818181818
518|601595|上海电影|12|7.0|5.0|0.0|0.0|0.0|0.200908402187|0.494615384615|0.59|0.735
519|688777|中控技术|12|10.0|2.0|0.0|0.0|0.0|1.411781480937|1.346166666667|1.5865|1.943583333333
536|000513|丽珠集团|12|8.0|4.0|0.0|0.0|0.0|2.279719968688|2.496923076923|2.753076923077|3.079166666667
537|600754|锦江酒店|12|6.0|5.0|1.0|0.0|0.0|0.854386269891|0.8225|1.030833333333|1.1875
538|601800|中国交建|12|11.0|1.0|0.0|0.0|0.0|1.436842050414|1.395833333333|1.4375|1.491666666667
544|300782|卓胜微|11|4.0|5.0|2.0|0.0|0.0|0.75115759969|0.048545454545|0.879909090909|1.526454545455
545|688686|奥普特|11|4.0|7.0|0.0|0.0|0.0|1.114738723883|1.613636363636|2.071818181818|2.624
546|688625|呈和科技|11|8.0|3.0|0.0|0.0|0.0|1.32895659262|1.59|1.910909090909|2.239090909091
547|688083|中望软件|11|9.0|2.0|0.0|0.0|0.0|0.377045203464|0.468090909091|0.728272727273|1.0497
548|688116|天奈科技|11|8.0|3.0|0.0|0.0|0.0|0.68260077921|0.953636363636|1.658181818182|2.27
549|600377|宁沪高速|11|5.0|6.0|0.0|0.0|0.0|0.981925276209|0.998272727273|1.039090909091|1.083636363636
550|603260|合盛硅业|11|8.0|3.0|0.0|0.0|0.0|1.472226645935|0.416363636364|1.493636363636|2.012
551|300893|松原安全|11|7.0|4.0|0.0|0.0|0.0|0.550494888253|0.940833333333|1.250833333333|1.677272727273
552|688106|金宏气体|11|7.0|4.0|0.0|0.0|0.0|0.417498854947|0.438181818182|0.619090909091|0.800909090909
553|300759|康龙化成|11|6.0|5.0|0.0|0.0|0.0|1.008522847621|0.963333333333|1.17|1.407272727273
554|688017|绿的谐波|11|1.0|10.0|0.0|0.0|0.0|0.306377088217|0.652727272727|0.873636363636|1.169
555|301291|明阳电气|11|9.0|2.0|0.0|0.0|0.0|2.122097574568|2.571727272727|3.300181818182|4.0865
556|600879|航天电子|11|9.0|2.0|0.0|0.0|0.0|0.166102050827|0.177090909091|0.242454545455|0.306909090909
557|920599|同力股份|11|9.0|2.0|0.0|0.0|0.0|1.71467279373|1.92|2.202727272727|2.498181818182
558|600803|新奥股份|11|9.0|2.0|0.0|0.0|0.0|1.45077588049|1.649090909091|1.828181818182|2.053636363636
559|603505|金石资源|11|7.0|4.0|0.0|0.0|0.0|0.305378339912|0.447|0.658909090909|0.870545454545
560|603233|大参林|11|8.0|3.0|0.0|0.0|0.0|0.803228381012|1.008666666667|1.174833333333|1.357416666667
561|300855|图南股份|11|8.0|3.0|0.0|0.0|0.0|0.675052083538|0.658181818182|0.976363636364|1.269090909091
562|600633|浙数文化|11|7.0|4.0|0.0|0.0|0.0|0.403391160334|0.520909090909|0.585454545455|0.646363636364
563|002056|横店东磁|11|7.0|4.0|0.0|0.0|0.0|1.122985211727|1.209272727273|1.382909090909|1.5547
564|688526|科前生物|11|10.0|1.0|0.0|0.0|0.0|0.82026854024|0.954545454545|1.155454545455|1.346363636364
565|603713|密尔克卫|11|8.0|3.0|0.0|0.0|0.0|3.574229617322|4.156|4.902181818182|5.7832
566|301269|华大九天|11|5.0|6.0|0.0|0.0|0.0|0.200717348298|0.31225|0.5225|0.779454545455
567|300181|佐力药业|11|10.0|1.0|0.0|0.0|0.0|0.723953669409|0.933636363636|1.173636363636|1.452727272727
568|601528|瑞丰银行|11|7.0|4.0|0.0|0.0|0.0|0.979381209363|1.038181818182|1.106363636364|1.184545454545
569|603027|千禾味业|11|4.0|7.0|0.0|0.0|0.0|0.385673862828|0.301909090909|0.384454545455|0.4492
570|603733|仙鹤股份|11|9.0|2.0|0.0|0.0|0.0|1.418392629511|1.543818181818|1.902363636364|2.2774
571|300699|光威复材|11|8.0|3.0|0.0|0.0|0.0|0.891540888372|0.883636363636|1.116363636364|1.321818181818
572|605319|无锡振华|11|7.0|4.0|0.0|0.0|0.0|1.079347891978|1.629090909091|2.003636363636|2.388
573|603187|海容冷链|11|6.0|5.0|0.0|0.0|0.0|0.915240564545|1.024545454545|1.212727272727|1.395454545455
574|603061|金海通|11|8.0|3.0|0.0|0.0|0.0|1.308024863167|3.110636363636|4.568181818182|6.232363636364
575|600348|华阳股份|11|8.0|3.0|0.0|0.0|0.0|0.616702505514|0.46|0.578181818182|0.666363636364
576|688591|泰凌微|11|11.0|0.0|0.0|0.0|0.0|0.404622580687|0.896363636364|1.299090909091|1.798181818182
577|002928|华夏航空|11|7.0|4.0|0.0|0.0|0.0|0.209641924283|0.514545454545|0.754545454545|0.921
578|688301|奕瑞科技|11|9.0|1.0|1.0|0.0|0.0|2.200336141614|3.038181818182|3.856363636364|4.816363636364
579|688278|特宝生物|11|9.0|2.0|0.0|0.0|0.0|2.02749525512|2.620636363636|3.570636363636|4.720636363636
580|600557|康缘药业|11|9.0|2.0|0.0|0.0|0.0|0.692141616499|0.680909090909|0.782727272727|0.896363636364
581|600995|南网储能|11|7.0|4.0|0.0|0.0|0.0|0.352465039878|0.442727272727|0.514545454545|0.583636363636
582|605599|菜百股份|11|8.0|3.0|0.0|0.0|0.0|0.92443965396|1.048333333333|1.174166666667|1.306666666667
583|300251|光线传媒|11|7.0|4.0|0.0|0.0|0.0|0.099542205309|0.814545454545|0.389090909091|0.443333333333
584|601208|东材科技|11|9.0|2.0|0.0|0.0|0.0|0.177801262756|0.413454545455|0.671363636364|0.991818181818
585|001206|依依股份|11|7.0|4.0|0.0|0.0|0.0|1.163471446756|1.270833333333|1.535|1.840909090909
586|688289|圣湘生物|11|8.0|3.0|0.0|0.0|0.0|0.475667671778|0.558333333333|0.698333333333|0.849090909091
587|300003|乐普医疗|11|8.0|3.0|0.0|0.0|0.0|0.133958013545|0.582727272727|0.716363636364|0.868
588|000100|TCL科技|11|10.0|1.0|0.0|0.0|0.0|0.075194574455|0.274545454545|0.411818181818|0.533636363636
589|301171|易点天下|11|9.0|2.0|0.0|0.0|0.0|0.4912738966|0.557272727273|0.689090909091|0.86
590|300580|贝斯特|11|8.0|3.0|0.0|0.0|0.0|0.576871897551|0.661818181818|0.789090909091|0.947272727273
591|600741|华域汽车|11|8.0|3.0|0.0|0.0|0.0|2.1221975278|2.197272727273|2.391818181818|2.589
592|688484|南芯科技|11|6.0|5.0|0.0|0.0|0.0|0.717623592488|0.728181818182|1.084545454545|1.534545454545
593|600546|山煤国际|11|5.0|6.0|0.0|0.0|0.0|1.144224589347|0.776363636364|0.922727272727|1.028181818182
594|688372|伟测科技|11|8.0|3.0|0.0|0.0|0.0|0.860286165705|1.76|2.43|3.325454545455
595|600012|皖通高速|11|7.0|4.0|0.0|0.0|0.0|0.976816720971|1.139|1.191727272727|1.1409
596|601991|大唐发电|11|9.0|2.0|0.0|0.0|0.0|0.243489138657|0.349090909091|0.378181818182|0.401818181818
597|300628|亿联网络|11|9.0|2.0|0.0|0.0|0.0|2.090307708799|2.141|2.457|2.843333333333
598|603558|健盛集团|11|8.0|3.0|0.0|0.0|0.0|0.948311466483|0.947272727273|1.028181818182|1.16
599|001965|招商公路|11|9.0|2.0|0.0|0.0|0.0|0.783246593098|0.823272727273|0.866181818182|0.907272727273
600|601886|江河集团|11|10.0|1.0|0.0|0.0|0.0|0.562837687294|0.602727272727|0.654545454545|0.71
601|002597|金禾实业|11|8.0|3.0|0.0|0.0|0.0|0.97960741287|1.299727272727|1.694636363636|2.0748
602|002410|广联达|11|8.0|3.0|0.0|0.0|0.0|0.151593666066|0.289090909091|0.389090909091|0.474
603|600729|重庆百货|11|9.0|2.0|0.0|0.0|0.0|2.984745197296|3.176454545455|3.400818181818|3.6306
604|000988|华工科技|11|9.0|2.0|0.0|0.0|0.0|1.214069228548|1.833272727273|2.391363636364|2.938818181818
605|603008|喜临门|11|5.0|6.0|0.0|0.0|0.0|0.875286594524|1.226666666667|1.426666666667|1.645454545455
606|601186|中国铁建|11|6.0|5.0|0.0|0.0|0.0|1.635922243766|1.592727272727|1.627272727273|1.664545454545
607|688213|思特威|11|9.0|2.0|0.0|0.0|0.0|0.977347672878|2.477272727273|3.449090909091|4.418181818182
608|601998|中信银行|11|4.0|7.0|0.0|0.0|0.0|1.232380268291|1.220833333333|1.263333333333|1.315833333333
609|002139|拓邦股份|11|9.0|2.0|0.0|0.0|0.0|0.538517654198|0.542727272727|0.71|0.875
610|600885|宏发股份|11|8.0|3.0|0.0|0.0|0.0|1.100848229517|1.313636363636|1.517272727273|1.749
611|600115|中国东航|11|4.0|7.0|0.0|0.0|0.0|-0.191327887648|0.072090545455|0.330180363636|0.6126964
612|002080|中材科技|11|7.0|4.0|0.0|0.0|0.0|0.531466944845|1.165727272727|1.574909090909|1.9954
613|601669|中国电建|11|8.0|3.0|0.0|0.0|0.0|0.697486703035|0.7|0.742727272727|0.777272727273
614|603583|捷昌驱动|11|4.0|7.0|0.0|0.0|0.0|0.730943323818|1.175|1.450833333333|1.75
615|301087|可孚医疗|11|8.0|3.0|0.0|0.0|0.0|1.492366785497|1.8|2.219090909091|2.657272727273
616|001222|源飞宠物|11|7.0|4.0|0.0|0.0|0.0|0.860604021164|0.953333333333|1.153333333333|1.393636363636
617|688300|联瑞新材|11|7.0|4.0|0.0|0.0|0.0|1.041020650046|1.344545454545|1.72|2.1
618|002262|恩华药业|11|8.0|3.0|0.0|0.0|0.0|1.125792018302|1.272090909091|1.465636363636|1.712454545455
619|300679|电连技术|11|7.0|4.0|0.0|0.0|0.0|1.464876621039|1.563636363636|2.145454545455|2.612
620|300724|捷佳伟创|11|6.0|5.0|0.0|0.0|0.0|7.934698943535|8.226818181818|4.623545454545|4.2584
621|688525|佰维存储|10|6.0|4.0|0.0|0.0|0.0|0.34546925766|0.827272727273|1.658181818182|2.193636363636
622|601108|财通证券|10|6.0|4.0|0.0|0.0|0.0|0.503854270674|0.583|0.648|0.715555555556
623|688361|中科飞测|10|5.0|5.0|0.0|0.0|0.0|-0.032913572049|0.492|1.19|1.85
624|688630|芯碁微装|10|6.0|4.0|0.0|0.0|0.0|1.219784309962|2.231|3.452|4.541
625|002881|美格智能|10|6.0|4.0|0.0|0.0|0.0|0.517931567488|0.727636363636|1.022090909091|1.354181818182
626|688556|高测股份|10|8.0|2.0|0.0|0.0|0.0|-0.053237017629|-0.0045|0.1691|0.347222222222
627|603556|海兴电力|10|6.0|4.0|0.0|0.0|0.0|2.060686428284|2.0399|2.3631|2.737375
628|688392|骄成超声|10|5.0|5.0|0.0|0.0|0.0|0.741959976363|1.211|1.986|3.142222222222
629|600153|建发股份|10|10.0|0.0|0.0|0.0|0.0|1.015957105038|0.9896|1.1819|1.3899
630|301165|锐捷网络|10|5.0|5.0|0.0|0.0|0.0|0.721702903162|1.383|1.967|2.641111111111
631|002605|姚记科技|10|7.0|3.0|0.0|0.0|0.0|1.290594162267|1.42|1.566|1.706
632|600968|海油发展|10|8.0|2.0|0.0|0.0|0.0|0.359666886932|0.411|0.466|0.51
633|688766|普冉股份|10|8.0|2.0|0.0|0.0|0.0|1.975132294082|1.307|2.264|3.016
634|605020|永和股份|10|7.0|3.0|0.0|0.0|0.0|0.492081634889|1.336|1.738|2.099
635|688295|中复神鹰|10|4.0|6.0|0.0|0.0|0.0|-0.138204294222|0.124|0.239|0.395
636|300458|全志科技|10|5.0|4.0|1.0|0.0|0.0|0.202011470356|0.432727272727|0.597272727273|0.784545454545
637|000657|中钨高新|10|7.0|3.0|0.0|0.0|0.0|0.412292958128|0.566|0.779|0.923333333333
638|300570|太辰光|10|6.0|4.0|0.0|0.0|0.0|1.15026773103|1.8593|2.9532|4.3557
639|688409|富创精密|10|5.0|5.0|0.0|0.0|0.0|0.661798554859|0.601|1.152|1.817
640|002258|利尔化学|10|6.0|4.0|0.0|0.0|0.0|0.269023974744|0.604|0.777|0.994444444444
641|000928|中钢国际|10|7.0|3.0|0.0|0.0|0.0|0.582189559152|0.567|0.613|0.662
642|688037|芯源微|10|7.0|3.0|0.0|0.0|0.0|1.00587570425|1.036|1.887|3.026
643|688002|睿创微纳|10|9.0|1.0|0.0|0.0|0.0|1.23623195919|1.859|2.415|3.038
644|600562|国睿科技|10|6.0|4.0|0.0|0.0|0.0|0.507114021223|0.603|0.72|0.844
645|601579|会稽山|10|4.0|5.0|1.0|0.0|0.0|0.409184965938|0.466363636364|0.583636363636|0.745
646|688698|伟创电气|10|7.0|3.0|0.0|0.0|0.0|1.146086337124|1.308|1.592|1.877777777778
647|300568|星源材质|10|6.0|4.0|0.0|0.0|0.0|0.269875989603|0.214|0.386|0.504444444444
648|688639|华恒生物|10|5.0|4.0|1.0|0.0|0.0|0.757724930878|0.969|1.379|1.823333333333
649|600893|航发动力|10|9.0|1.0|0.0|0.0|0.0|0.322738960786|0.255|0.356|0.455
650|600566|济川药业|10|9.0|1.0|0.0|0.0|0.0|2.748059188707|1.7734|1.9658|2.2025
651|688798|艾为电子|10|8.0|2.0|0.0|0.0|0.0|1.093302940999|1.725|2.388|3.052
652|603228|景旺电子|10|7.0|3.0|0.0|0.0|0.0|1.187088857149|1.537|2.081|2.657
653|002270|华明装备|10|7.0|3.0|0.0|0.0|0.0|0.685428809116|0.807|0.944|1.09375
654|605108|同庆楼|10|5.0|5.0|0.0|0.0|0.0|0.38493968|0.599|0.94|1.28
655|300751|迈为股份|10|7.0|3.0|0.0|0.0|0.0|3.313850279511|3.0446|3.4419|4.333111111111
656|600023|浙能电力|10|6.0|4.0|0.0|0.0|0.0|0.578233839984|0.5328|0.5678|0.5916
657|000426|兴业银锡|10|7.0|3.0|0.0|0.0|0.0|0.861583565873|1.159|1.393|1.659
658|600496|精工钢构|10|7.0|3.0|0.0|0.0|0.0|0.257109673536|0.312|0.361|0.404444444444
659|300383|光环新网|10|5.0|5.0|0.0|0.0|0.0|0.212197563251|0.161111111111|0.226666666667|0.29375
660|300083|创世纪|10|6.0|4.0|0.0|0.0|0.0|0.142526726264|0.279|0.359|0.435
661|603612|索通发展|10|7.0|3.0|0.0|0.0|0.0|0.54689913332|2.064|2.474|3.002
662|603590|康辰药业|10|9.0|1.0|0.0|0.0|0.0|0.265496509516|0.908181818182|1.142727272727|1.369090909091
663|300870|欧陆通|10|7.0|3.0|0.0|0.0|0.0|2.439435991445|3.044|4.154|5.069
664|002865|钧达股份|10|8.0|2.0|0.0|0.0|0.0|-2.020319566427|-1.5681|2.4611|4.2745
665|002025|航天电器|10|9.0|1.0|0.0|0.0|0.0|0.762127357146|0.9258|1.3769|1.7951
666|002545|东方铁塔|10|9.0|1.0|0.0|0.0|0.0|0.453564574864|0.917777777778|1.072222222222|1.26
667|605183|确成股份|10|8.0|2.0|0.0|0.0|0.0|1.300387934308|1.418|1.626|1.818
668|603057|紫燕食品|10|6.0|4.0|0.0|0.0|0.0|0.837892002213|0.546|0.676|0.798
669|603181|皇马科技|10|7.0|3.0|0.0|0.0|0.0|0.675687059266|0.819|0.971|1.118888888889
670|002335|科华数据|10|9.0|1.0|0.0|0.0|0.0|0.611498557836|1.22|1.871818181818|2.532
671|601567|三星医疗|10|7.0|3.0|0.0|0.0|0.0|1.607958152415|1.6447|2.0474|2.490375
672|001308|康冠科技|10|7.0|3.0|0.0|0.0|0.0|1.184820733198|1.084|1.363|1.628888888889
673|688548|广钢气体|10|4.0|6.0|0.0|0.0|0.0|0.18793286895|0.232|0.313|0.415555555556
674|688236|春立医疗|10|8.0|2.0|0.0|0.0|0.0|0.325855771759|0.674545454545|0.875454545455|1.085454545455
675|688375|国博电子|10|6.0|4.0|0.0|0.0|0.0|0.813149081105|0.8816|1.123|1.4337
676|601636|旗滨集团|10|5.0|5.0|0.0|0.0|0.0|0.129311182599|0.39|0.366|0.492
677|300790|宇瞳光学|10|8.0|2.0|0.0|0.0|0.0|0.490649319688|0.7632|1.199|1.5033
678|601229|上海银行|10|4.0|6.0|0.0|0.0|0.0|1.658096325669|1.686|1.762|1.854
679|688248|南网科技|10|6.0|4.0|0.0|0.0|0.0|0.64644311723|0.844|1.11|1.408
680|002895|川恒股份|10|9.0|1.0|0.0|0.0|0.0|1.574023169623|2.099|2.47|2.928
681|000811|冰轮环境|10|7.0|3.0|0.0|0.0|0.0|0.632852179044|0.68|0.839090909091|0.998
682|002245|蔚蓝锂芯|10|5.0|5.0|0.0|0.0|0.0|0.422807338446|0.6643|0.8463|1.032666666667
683|600483|福能股份|10|6.0|4.0|0.0|0.0|0.0|1.004712651046|1.07|1.125|1.265555555556
684|601666|平煤股份|10|5.0|5.0|0.0|0.0|0.0|0.9514850556|0.228|0.433|0.575
685|688223|晶科能源|10|6.0|4.0|0.0|0.0|0.0|0.009887612012|-0.4061|0.1826|0.368666666667
686|300738|奥飞数据|10|7.0|3.0|0.0|0.0|0.0|0.125953755794|0.21|0.332222222222|0.472222222222
687|300624|万兴科技|10|6.0|4.0|0.0|0.0|0.0|-0.84544830872|0.0774|0.5525|0.9138
688|002368|太极股份|10|7.0|3.0|0.0|0.0|0.0|0.306602351218|0.506|0.679|0.863333333333
689|002603|以岭药业|10|7.0|3.0|0.0|0.0|0.0|-0.433658496972|0.765|0.892|1.026666666667
690|300144|宋城演艺|10|7.0|3.0|0.0|0.0|0.0|0.399574953242|0.356|0.408|0.447
691|688629|华丰科技|10|5.0|5.0|0.0|0.0|0.0|-0.038505034387|0.779090909091|1.374545454545|1.954545454545
692|920403|康农种业|10|7.0|3.0|0.0|0.0|0.0|0.831310322211|1.033|1.271|1.562
693|920394|民士达|10|7.0|3.0|0.0|0.0|0.0|0.687333732444|0.945|1.206|1.515
694|688313|仕佳光子|10|9.0|1.0|0.0|0.0|0.0|0.141527931872|1.009|1.607|2.172
695|688019|安集科技|10|7.0|3.0|0.0|0.0|0.0|3.166005107329|4.747|6.221|7.643333333333
696|002518|科士达|10|7.0|3.0|0.0|0.0|0.0|0.677065365255|1.057|1.435|1.787777777778
697|603297|永新光学|10|7.0|3.0|0.0|0.0|0.0|1.880186370876|2.455|3.333|4.317777777778
698|000997|新大陆|10|7.0|3.0|0.0|0.0|0.0|0.996482004131|1.264|1.528|1.788
699|300824|北鼎股份|10|5.0|5.0|0.0|0.0|0.0|0.212993662973|0.363|0.437|0.514444444444
700|002332|仙琚制药|10|8.0|2.0|0.0|0.0|0.0|0.401513386116|0.565|0.658|0.756666666667
701|300682|朗新集团|10|9.0|1.0|0.0|0.0|0.0|-0.232117440374|0.44|0.604|0.808888888889
702|002653|海思科|10|6.0|3.0|1.0|0.0|0.0|0.353110898096|0.437|0.63|0.842222222222
703|601377|兴业证券|10|6.0|4.0|0.0|0.0|0.0|0.250584912435|0.358888888889|0.398888888889|0.438888888889
704|300772|运达股份|10|7.0|3.0|0.0|0.0|0.0|0.590746422473|0.7739|1.3252|1.691777777778
705|000887|中鼎股份|10|9.0|1.0|0.0|0.0|0.0|0.950793533738|1.283|1.461|1.65
706|605296|神农集团|10|6.0|4.0|0.0|0.0|0.0|1.308806870991|1.122|1.341|1.846
707|688281|华秦科技|10|7.0|3.0|0.0|0.0|0.0|1.518587461582|1.537|2.008|2.588
708|688702|盛科通信|10|5.0|5.0|0.0|0.0|0.0|-0.166499366902|0.0|0.138|0.346
709|300634|彩讯股份|10|8.0|2.0|0.0|0.0|0.0|0.510047933439|0.617|0.759|0.918
710|688331|荣昌生物|10|9.0|1.0|0.0|0.0|0.0|-2.604814833123|-1.235545454545|-0.532909090909|0.450363636364
711|300001|特锐德|10|6.0|4.0|0.0|0.0|0.0|0.868333861852|1.137|1.475|1.865555555556
